_id,gameID,iterationName,version,recruitmentPlatform,eventType,rt,responses,question_order,trial_type,trial_index,time_elapsed,internal_node_id,startTime,endTime,response_json
6357fd847ccf4b01762f8c87,3191-5983086f-04c4-4082-b8f9-c05164d7e478,pilot_10,VLAT_GGR,prolific,survey,17863,"{""participantSex"":""Female"",""participantEd"":""Bachelor's degree"",""judgedDifficulty"":""2"",""participantEffort"":""I tried my best on each question"",""technicalDifficultiesBinary"":""No""}","[0,1,2,3,4]",survey-multi-choice,77,1809645,0.0-71.0,,,
6357fd887ccf4b01762f8c8a,6283-d69e49ea-fd21-42af-bdb9-7ca37f986b50,pilot_10,VLAT_GGR,prolific,survey,20115,"{""participantEd_math"":["" Algebra""]}",[0],survey-multi-select,72,1854784,0.0-72.0,,,
6357fd8a7ccf4b01762f8c8c,4493-f7e62397-ad11-4776-a12e-ee1eab71b0a7,pilot_10,VLAT_GGR,prolific,survey,32517,"{""participantSex"":""Female"",""participantEd"":""High school graduate, diploma or equivalent"",""judgedDifficulty"":""5"",""participantEffort"":""I tried my best on each question"",""technicalDifficultiesBinary"":""No""}","[0,1,2,3,4]",survey-multi-choice,71,1680309,0.0-71.0,,,
6357fd8c7ccf4b01762f8c8e,3191-5983086f-04c4-4082-b8f9-c05164d7e478,pilot_10,VLAT_GGR,prolific,survey,7964,"{""participantEd_math"":["" Algebra"","" Calculus"","" Statistics""]}",[0],survey-multi-select,78,1817616,0.0-72.0,,,
6357fd9f7ccf4b01762f8ca0,4493-f7e62397-ad11-4776-a12e-ee1eab71b0a7,pilot_10,VLAT_GGR,prolific,survey,21088,"{""participantEd_math"":["" Algebra""]}",[0],survey-multi-select,72,1701404,0.0-72.0,,,
6357fdbb7ccf4b01762f8cbc,3191-5983086f-04c4-4082-b8f9-c05164d7e478,pilot_10,VLAT_GGR,prolific,survey,46520,,,survey-text,79,1864143,0.0-73.0,1818898.2000000477,1865418.0999999046,"{""TechnicalDifficultiesFreeResp"":"""",""participantAge"":""1982"",""participantYears"":""39"",""participantEd_field"":""ecology"",""participantComments"":""Should I be embarrassed with how I interpreted the graphs?""}"
6357fdbd7ccf4b01762f8cc0,4493-f7e62397-ad11-4776-a12e-ee1eab71b0a7,pilot_10,VLAT_GGR,prolific,survey,29904,,,survey-text,73,1731316,0.0-73.0,1705340.0999999642,1735244.300000012,"{""TechnicalDifficultiesFreeResp"":"""",""participantAge"":""1966"",""participantYears"":""56"",""participantEd_field"":""N/A"",""participantComments"":""""}"
6357fde57ccf4b01762f8ce7,2620-49c3e5a1-0b18-459a-8a88-1142ee0bbe8a,pilot_10,VLAT_GGR,prolific,survey,9830,"{""participantSex"":""Female"",""participantEd"":""Bachelor's degree"",""judgedDifficulty"":""4"",""participantEffort"":""I tried my best on each question"",""technicalDifficultiesBinary"":""No""}","[0,1,2,3,4]",survey-multi-choice,71,1660218,0.0-71.0,,,
6357fdeb7ccf4b01762f8cf0,2620-49c3e5a1-0b18-459a-8a88-1142ee0bbe8a,pilot_10,VLAT_GGR,prolific,survey,6014,"{""participantEd_math"":["" Statistics""]}",[0],survey-multi-select,72,1666237,0.0-72.0,,,
6357fdfc7ccf4b01762f8d02,2620-49c3e5a1-0b18-459a-8a88-1142ee0bbe8a,pilot_10,VLAT_GGR,prolific,survey,16897,,,survey-text,73,1683139,0.0-73.0,1667823.0,1684720.099999994,"{""TechnicalDifficultiesFreeResp"":"""",""participantAge"":""1980"",""participantYears"":""42"",""participantEd_field"":""journalism"",""participantComments"":""""}"
6357fe017ccf4b01762f8d0b,6283-d69e49ea-fd21-42af-bdb9-7ca37f986b50,pilot_10,VLAT_GGR,prolific,survey,121124,,,survey-text,73,1975912,0.0-73.0,1857482.4000000358,1978606.5,"{""TechnicalDifficultiesFreeResp"":""tried to start on Edge at first, but it wouldn't work right. i downloaded chrome and it works now."",""participantAge"":""1985"",""participantYears"":""36"",""participantEd_field"":""none"",""participantComments"":""I realized after the question about the amount of ment to women  int he graph that there were actually 20 more men than women.I just didnn't think right in my head at first.""}"
6357fe167ccf4b01762f8d1f,4717-83e98c38-8a0d-4d55-93f5-8f86419354ed,pilot_10,VLAT_GGR,prolific,survey,18061,"{""participantSex"":""Female"",""participantEd"":""High school graduate, diploma or equivalent"",""judgedDifficulty"":""2"",""participantEffort"":""I tried my best on each question"",""technicalDifficultiesBinary"":""Yes""}","[0,1,2,3,4]",survey-multi-choice,71,1444972,0.0-71.0,,,
6357fe1d7ccf4b01762f8d26,5908-ec0ad6e8-e934-4374-b152-70eea13690b2,pilot_10,VLAT_GGR,prolific,survey,19999,"{""participantSex"":""Female"",""participantEd"":""High school graduate, diploma or equivalent"",""judgedDifficulty"":""2"",""participantEffort"":""I tried my best on each question"",""technicalDifficultiesBinary"":""No""}","[0,1,2,3,4]",survey-multi-choice,71,1721275,0.0-71.0,,,
6357fe1d7ccf4b01762f8d27,4717-83e98c38-8a0d-4d55-93f5-8f86419354ed,pilot_10,VLAT_GGR,prolific,survey,7309,"{""participantEd_math"":["" None""]}",[0],survey-multi-select,72,1452285,0.0-72.0,,,
6357fe217ccf4b01762f8d2e,2786-64de48eb-714b-4039-8043-45807e69e81c,pilot_10,VLAT_GGR,prolific,survey,21453,"{""participantSex"":""Male"",""participantEd"":""High school graduate, diploma or equivalent"",""judgedDifficulty"":""4"",""participantEffort"":""I tried my best on each question"",""technicalDifficultiesBinary"":""No""}","[0,1,2,3,4]",survey-multi-choice,71,1801830,0.0-71.0,,,
6357fe267ccf4b01762f8d35,5908-ec0ad6e8-e934-4374-b152-70eea13690b2,pilot_10,VLAT_GGR,prolific,survey,9030,"{""participantEd_math"":["" Algebra""]}",[0],survey-multi-select,72,1730317,0.0-72.0,,,
6357fe297ccf4b01762f8d36,2786-64de48eb-714b-4039-8043-45807e69e81c,pilot_10,VLAT_GGR,prolific,survey,8704,"{""participantEd_math"":["" None""]}",[0],survey-multi-select,72,1810542,0.0-72.0,,,
6357fe557ccf4b01762f8d60,9170-9c117970-5f53-4ba0-8f85-3af9e075a61c,pilot_10,VLAT_GGR,prolific,survey,11648,"{""participantSex"":""Male"",""participantEd"":""Bachelor's degree"",""judgedDifficulty"":""3"",""participantEffort"":""I tried my best on each question"",""technicalDifficultiesBinary"":""No""}","[0,1,2,3,4]",survey-multi-choice,71,1473204,0.0-71.0,,,
6357fe5c7ccf4b01762f8d69,9170-9c117970-5f53-4ba0-8f85-3af9e075a61c,pilot_10,VLAT_GGR,prolific,survey,6470,"{""participantEd_math"":["" Algebra"","" Calculus"","" Statistics""]}",[0],survey-multi-select,72,1479684,0.0-72.0,,,
6357fe767ccf4b01762f8d7d,5908-ec0ad6e8-e934-4374-b152-70eea13690b2,pilot_10,VLAT_GGR,prolific,survey,80378,,,survey-text,73,1810709,0.0-73.0,1733805.4000000954,1814183.4000000954,"{""TechnicalDifficultiesFreeResp"":""Only at the beginning. Eventually it loaded."",""participantAge"":""1983"",""participantYears"":""39"",""participantEd_field"":""N/A"",""participantComments"":""Thank you. I appreciate the money and actually enjoyed this study.""}"
6357fe777ccf4b01762f8d7e,2786-64de48eb-714b-4039-8043-45807e69e81c,pilot_10,VLAT_GGR,prolific,survey,77550,,,survey-text,73,1888102,0.0-73.0,1813555.0,1891105.300000012,"{""TechnicalDifficultiesFreeResp"":"""",""participantAge"":""1961"",""participantYears"":""61"",""participantEd_field"":""History"",""participantComments"":""Some graphs are much better than others for ease of getting information""}"
6357fe857ccf4b01762f8d87,9170-9c117970-5f53-4ba0-8f85-3af9e075a61c,pilot_10,VLAT_GGR,prolific,survey,41133,,,survey-text,73,1520828,0.0-73.0,1485101.8000000045,1526234.8999999985,"{""TechnicalDifficultiesFreeResp"":""no"",""participantAge"":""1994"",""participantYears"":""28"",""participantEd_field"":""bachelors degree - computer science"",""participantComments"":""no""}"
6357fea37ccf4b01762f8da0,5767-455e47d0-f697-460e-8566-4bd54af2a547,pilot_10,VLAT_GGR,prolific,survey,18776,"{""participantSex"":""Female"",""participantEd"":""High school graduate, diploma or equivalent"",""judgedDifficulty"":""3"",""participantEffort"":""I tried my best on each question"",""technicalDifficultiesBinary"":""No""}","[0,1,2,3,4]",survey-multi-choice,71,2124665,0.0-71.0,,,
6357fea97ccf4b01762f8da4,5767-455e47d0-f697-460e-8566-4bd54af2a547,pilot_10,VLAT_GGR,prolific,survey,6525,"{""participantEd_math"":["" None""]}",[0],survey-multi-select,72,2131194,0.0-72.0,,,
6357feaa7ccf4b01762f8da6,4717-83e98c38-8a0d-4d55-93f5-8f86419354ed,pilot_10,VLAT_GGR,prolific,survey,141243,,,survey-text,73,1593549,0.0-73.0,1452775.0,1594018.299999997,"{""TechnicalDifficultiesFreeResp"":""It took probably 30-45 minutes to get the study to load. I did send a message regarding this. After 4 browsers on PC and 2 on mobile I finally got it to load. I just hope it didn't time out"",""participantAge"":""1971"",""participantYears"":""51"",""participantEd_field"":""history"",""participantComments"":""I loved this and would absolutely enjoy more of these.\n""}"
6357fec27ccf4b01762f8db9,5767-455e47d0-f697-460e-8566-4bd54af2a547,pilot_10,VLAT_GGR,prolific,survey,25318,,,survey-text,73,2156518,0.0-73.0,2132573.5,2157891.9000000358,"{""TechnicalDifficultiesFreeResp"":"""",""participantAge"":""1972"",""participantYears"":""50"",""participantEd_field"":"""",""participantComments"":""Fun task!""}"
6357fef87ccf4b01762f8def,0676-496008d9-feea-45a5-8fea-d7a2738e0e39,pilot_10,VLAT_GGR,prolific,survey,27486,"{""participantSex"":""Female"",""participantEd"":""Bachelor's degree"",""judgedDifficulty"":""2"",""participantEffort"":""I tried my best on each question"",""technicalDifficultiesBinary"":""No""}","[0,1,2,3,4]",survey-multi-choice,71,1881268,0.0-71.0,,,
6357ff027ccf4b01762f8df7,0676-496008d9-feea-45a5-8fea-d7a2738e0e39,pilot_10,VLAT_GGR,prolific,survey,10073,"{""participantEd_math"":["" Algebra"","" Calculus"","" Statistics""]}",[0],survey-multi-select,72,1891347,0.0-72.0,,,
6357ff807ccf4b01762f8e6b,0676-496008d9-feea-45a5-8fea-d7a2738e0e39,pilot_10,VLAT_GGR,prolific,survey,125778,,,survey-text,73,2017131,0.0-73.0,1892385.200000003,2018163.200000003,"{""TechnicalDifficultiesFreeResp"":""It took more than half an hour for the survey to load, but once it did, there were no issues.  I really wanted to take this one, so I kept checking back! "",""participantAge"":""1964"",""participantYears"":""58"",""participantEd_field"":""Accounting"",""participantComments"":""The study was very interesting.""}"
635800017ccf4b01762f8ee4,3268-11ea76ed-8f6d-4509-8168-d588bb045ea6,pilot_10,VLAT_GGR,prolific,survey,38881,"{""participantSex"":""Female"",""participantEd"":""Master's degree"",""judgedDifficulty"":""3"",""participantEffort"":""I tried my best on most questions"",""technicalDifficultiesBinary"":""Yes""}","[0,1,2,3,4]",survey-multi-choice,74,2496121,0.0-71.0,,,
6358000d7ccf4b01762f8eec,0093-1ca0567e-6df5-4587-b531-81136d6f2cb2,pilot_10,VLAT_GGR,prolific,survey,13681,"{""participantSex"":""Male"",""participantEd"":""Bachelor's degree"",""judgedDifficulty"":""4"",""participantEffort"":""I tried my best on each question"",""technicalDifficultiesBinary"":""No""}","[0,1,2,3,4]",survey-multi-choice,71,1715126,0.0-71.0,,,
6358000f7ccf4b01762f8eee,3268-11ea76ed-8f6d-4509-8168-d588bb045ea6,pilot_10,VLAT_GGR,prolific,survey,13459,"{""participantEd_math"":["" Algebra"","" Calculus""]}",[0],survey-multi-select,75,2509625,0.0-72.0,,,
635800147ccf4b01762f8ef3,0093-1ca0567e-6df5-4587-b531-81136d6f2cb2,pilot_10,VLAT_GGR,prolific,survey,6801,"{""participantEd_math"":["" Algebra"","" Calculus""]}",[0],survey-multi-select,72,1721929,0.0-72.0,,,
635800207ccf4b01762f8eff,1019-88dbb20c-96f3-4c65-8007-835ff1a0cfcc,pilot_10,VLAT_GGR,prolific,survey,24789,"{""participantSex"":""Female"",""participantEd"":""High school graduate, diploma or equivalent"",""judgedDifficulty"":""4"",""participantEffort"":""I tried my best on each question"",""technicalDifficultiesBinary"":""No""}","[0,1,2,3,4]",survey-multi-choice,71,2462261,0.0-71.0,,,
635800287ccf4b01762f8f02,1019-88dbb20c-96f3-4c65-8007-835ff1a0cfcc,pilot_10,VLAT_GGR,prolific,survey,7809,"{""participantEd_math"":["" Algebra""]}",[0],survey-multi-select,72,2470074,0.0-72.0,,,
6358003d7ccf4b01762f8f12,1019-88dbb20c-96f3-4c65-8007-835ff1a0cfcc,pilot_10,VLAT_GGR,prolific,survey,20922,,,survey-text,73,2491000,0.0-73.0,2470580.8,2491502.3,"{""TechnicalDifficultiesFreeResp"":"""",""participantAge"":""1985"",""participantYears"":""37"",""participantEd_field"":"""",""participantComments"":""""}"
6358003e7ccf4b01762f8f14,3268-11ea76ed-8f6d-4509-8168-d588bb045ea6,pilot_10,VLAT_GGR,prolific,survey,47759,,,survey-text,76,2557440,0.0-73.0,2511291.7999999523,2559051.0,"{""TechnicalDifficultiesFreeResp"":""At the beginning of the study, the link wouldn't work."",""participantAge"":""1983"",""participantYears"":""39"",""participantEd_field"":""Education "",""participantComments"":""I hope I did well ""}"
635800577ccf4b01762f8f2b,0093-1ca0567e-6df5-4587-b531-81136d6f2cb2,pilot_10,VLAT_GGR,prolific,survey,67511,,,survey-text,73,1789445,0.0-73.0,1724329.0,1791840.0,"{""TechnicalDifficultiesFreeResp"":""The study wouldn't start on Chrome, oddly enough, but I was able to start it on Firefox."",""participantAge"":""1991"",""participantYears"":""31"",""participantEd_field"":""Computer Science"",""participantComments"":""This was a highly enjoyable and challenging study.""}"
6358008d7ccf4b01762f8f5b,6264-ce434db2-3b77-4523-a0fc-cb5706c50764,pilot_10,VLAT_GGR,prolific,survey,35180,"{""participantSex"":""Female"",""participantEd"":""High school graduate, diploma or equivalent"",""judgedDifficulty"":""3"",""participantEffort"":""I tried my best on most questions"",""technicalDifficultiesBinary"":""No""}","[0,1,2,3,4]",survey-multi-choice,71,2570808,0.0-71.0,,,
635800947ccf4b01762f8f63,6264-ce434db2-3b77-4523-a0fc-cb5706c50764,pilot_10,VLAT_GGR,prolific,survey,6708,"{""participantEd_math"":["" Algebra""]}",[0],survey-multi-select,72,2577525,0.0-72.0,,,
635800da7ccf4b01762f8f9b,9012-58a7407a-1d5a-40e2-b670-4a1e7c382b09,pilot_10,VLAT_GGR,prolific,survey,11159,"{""participantSex"":""Male"",""participantEd"":""Bachelor's degree"",""judgedDifficulty"":""3"",""participantEffort"":""I tried my best on each question"",""technicalDifficultiesBinary"":""No""}","[0,1,2,3,4]",survey-multi-choice,75,848780,0.0-71.0,,,
635800de7ccf4b01762f8fa0,9012-58a7407a-1d5a-40e2-b670-4a1e7c382b09,pilot_10,VLAT_GGR,prolific,survey,3560,"{""participantEd_math"":["" Algebra"","" Calculus"","" Statistics""]}",[0],survey-multi-select,76,852344,0.0-72.0,,,
635800f17ccf4b01762f8fae,6264-ce434db2-3b77-4523-a0fc-cb5706c50764,pilot_10,VLAT_GGR,prolific,survey,92855,,,survey-text,73,2670396,0.0-73.0,2581882.700000003,2674737.299999997,"{""TechnicalDifficultiesFreeResp"":""I had some problems loading the study. Once I started my study I had no problem."",""participantAge"":""1980"",""participantYears"":""42"",""participantEd_field"":""some college- Business Administration "",""participantComments"":""""}"
635800f77ccf4b01762f8fb1,9012-58a7407a-1d5a-40e2-b670-4a1e7c382b09,pilot_10,VLAT_GGR,prolific,survey,25588,,,survey-text,77,877937,0.0-73.0,855258.1999999881,880846.3000000119,"{""TechnicalDifficultiesFreeResp"":""It took considerable time to load, like an hour. But it was loaded when I checked up on it."",""participantAge"":""1991"",""participantYears"":""31"",""participantEd_field"":""Neuroscience"",""participantComments"":""None at this time.""}"
635801257ccf4b01762f8fda,0298-69ed2a5e-4d09-4add-b990-743f6917d258,pilot_10,VLAT_GGR,prolific,survey,13815,"{""participantSex"":""Male"",""participantEd"":""High school graduate, diploma or equivalent"",""judgedDifficulty"":""4"",""participantEffort"":""I tried my best on each question"",""technicalDifficultiesBinary"":""No""}","[0,1,2,3,4]",survey-multi-choice,71,2105769,0.0-71.0,,,
6358012a7ccf4b01762f8fdf,0298-69ed2a5e-4d09-4add-b990-743f6917d258,pilot_10,VLAT_GGR,prolific,survey,5305,"{""participantEd_math"":["" Algebra"","" Statistics""]}",[0],survey-multi-select,72,2111082,0.0-72.0,,,
6358013f7ccf4b01762f8ff3,0298-69ed2a5e-4d09-4add-b990-743f6917d258,pilot_10,VLAT_GGR,prolific,survey,20307,,,survey-text,73,2131396,0.0-73.0,2113421.600000024,2133728.2999999523,"{""TechnicalDifficultiesFreeResp"":""None."",""participantAge"":""1982"",""participantYears"":""40"",""participantEd_field"":""theater"",""participantComments"":""It was a fascinating study. If you have others in the future, please invite me.""}"
635801867ccf4b01762f902d,3559-92d907f1-76d6-422f-9fd3-ae137eea0fd2,pilot_10,VLAT_GGR,prolific,survey,13136,"{""participantSex"":""Male"",""participantEd"":""Bachelor's degree"",""judgedDifficulty"":""1"",""participantEffort"":""I tried my best on each question"",""technicalDifficultiesBinary"":""No""}","[0,1,2,3,4]",survey-multi-choice,71,1168319,0.0-71.0,,,
635801917ccf4b01762f9033,3559-92d907f1-76d6-422f-9fd3-ae137eea0fd2,pilot_10,VLAT_GGR,prolific,survey,10602,"{""participantEd_math"":["" Algebra"","" Statistics""]}",[0],survey-multi-select,72,1178929,0.0-72.0,,,
635801957ccf4b01762f9036,2359-0a5563bb-57ca-4b14-b0b0-190675200473,pilot_10,VLAT_GGR,prolific,survey,21661,"{""participantSex"":""Female"",""participantEd"":""High school graduate, diploma or equivalent"",""judgedDifficulty"":""4"",""participantEffort"":""I tried my best on each question"",""technicalDifficultiesBinary"":""Yes""}","[0,1,2,3,4]",survey-multi-choice,71,2473683,0.0-71.0,,,
6358019b7ccf4b01762f903c,2359-0a5563bb-57ca-4b14-b0b0-190675200473,pilot_10,VLAT_GGR,prolific,survey,6136,"{""participantEd_math"":["" None""]}",[0],survey-multi-select,72,2479830,0.0-72.0,,,
6358019d7ccf4b01762f903e,3559-92d907f1-76d6-422f-9fd3-ae137eea0fd2,pilot_10,VLAT_GGR,prolific,survey,12203,,,survey-text,73,1191145,0.0-73.0,1180297.5,1192500.7000000477,"{""TechnicalDifficultiesFreeResp"":"""",""participantAge"":""1974"",""participantYears"":""48"",""participantEd_field"":""CS"",""participantComments"":""""}"
635801be7ccf4b01762f9059,0143-98c31ede-37cb-4708-9988-380b52af7351,pilot_10,VLAT_GGR,prolific,survey,18545,"{""participantSex"":""Male"",""participantEd"":""Master's degree"",""judgedDifficulty"":""3"",""participantEffort"":""I tried my best on each question"",""technicalDifficultiesBinary"":""No""}","[0,1,2,3,4]",survey-multi-choice,71,2891953,0.0-71.0,,,
635801c77ccf4b01762f905f,0143-98c31ede-37cb-4708-9988-380b52af7351,pilot_10,VLAT_GGR,prolific,survey,9076,"{""participantEd_math"":["" None""]}",[0],survey-multi-select,72,2901056,0.0-72.0,,,
635801e87ccf4b01762f9075,0143-98c31ede-37cb-4708-9988-380b52af7351,pilot_10,VLAT_GGR,prolific,survey,32579,,,survey-text,73,2933671,0.0-73.0,2902589.600000143,2935168.2999999523,"{""TechnicalDifficultiesFreeResp"":"""",""participantAge"":""1984"",""participantYears"":""38"",""participantEd_field"":""Business"",""participantComments"":""""}"
635802037ccf4b01762f9088,2359-0a5563bb-57ca-4b14-b0b0-190675200473,pilot_10,VLAT_GGR,prolific,survey,103712,,,survey-text,73,2583552,0.0-73.0,2482691.5,2586403.199999988,"{""TechnicalDifficultiesFreeResp"":""In the very beginning, the link wouldn't load anything. After about 6 tries, it loaded for me! Everything went perfect after that. "",""participantAge"":""1989"",""participantYears"":""33"",""participantEd_field"":""n/a"",""participantComments"":""This was fun and made my mind work harder than usual. I appreciate that! ""}"
635802037ccf4b01762f9089,4252-147a6dde-7f8b-4561-8360-5282917f36f1,pilot_10,VLAT_GGR,prolific,survey,11294,"{""participantSex"":""Male"",""participantEd"":""Bachelor's degree"",""judgedDifficulty"":""3"",""participantEffort"":""I tried my best on each question"",""technicalDifficultiesBinary"":""No""}","[0,1,2,3,4]",survey-multi-choice,71,1177299,0.0-71.0,,,
635802067ccf4b01762f908b,6300-98927358-5e7d-4f63-8f6c-d79b84bba264,pilot_10,VLAT_GGR,prolific,survey,55356,"{""participantSex"":""Male"",""participantEd"":""High school graduate, diploma or equivalent"",""judgedDifficulty"":""5"",""participantEffort"":""I tried my best on each question"",""technicalDifficultiesBinary"":""Yes""}","[0,1,2,3,4]",survey-multi-choice,71,2884188,0.0-71.0,,,
635802077ccf4b01762f908d,4252-147a6dde-7f8b-4561-8360-5282917f36f1,pilot_10,VLAT_GGR,prolific,survey,4507,"{""participantEd_math"":["" Algebra"","" Calculus"","" Statistics""]}",[0],survey-multi-select,72,1181810,0.0-72.0,,,
6358020e7ccf4b01762f9092,7458-18c897e0-9850-4a2c-b99d-f8efb84081c9,pilot_10,VLAT_GGR,prolific,survey,46615,"{""participantSex"":""Male"",""participantEd"":""Associate degree"",""judgedDifficulty"":""3"",""participantEffort"":""I tried my best on each question"",""technicalDifficultiesBinary"":""No""}","[0,1,2,3,4]",survey-multi-choice,74,2449850,0.0-71.0,,,
635802167ccf4b01762f9097,7458-18c897e0-9850-4a2c-b99d-f8efb84081c9,pilot_10,VLAT_GGR,prolific,survey,8612,"{""participantEd_math"":["" Algebra""]}",[0],survey-multi-select,75,2458469,0.0-72.0,,,
635802177ccf4b01762f9098,6300-98927358-5e7d-4f63-8f6c-d79b84bba264,pilot_10,VLAT_GGR,prolific,survey,17086,"{""participantEd_math"":["" None""]}",[0],survey-multi-select,72,2901282,0.0-72.0,,,
6358021a7ccf4b01762f909b,0141-42824bd5-3848-4bc5-995e-b9327a805768,pilot_10,VLAT_GGR,prolific,survey,33404,"{""participantSex"":""Female"",""participantEd"":""High school graduate, diploma or equivalent"",""judgedDifficulty"":""5"",""participantEffort"":""I tried my best on each question"",""technicalDifficultiesBinary"":""No""}","[0,1,2,3,4]",survey-multi-choice,74,2791649,0.0-71.0,,,
6358021c7ccf4b01762f909c,4252-147a6dde-7f8b-4561-8360-5282917f36f1,pilot_10,VLAT_GGR,prolific,survey,20737,,,survey-text,73,1202559,0.0-73.0,1186321.0,1207058.0,"{""TechnicalDifficultiesFreeResp"":""Nothing!"",""participantAge"":""1991"",""participantYears"":""30"",""participantEd_field"":""Information Technology"",""participantComments"":""Nothing!""}"
6358022d7ccf4b01762f90a8,0141-42824bd5-3848-4bc5-995e-b9327a805768,pilot_10,VLAT_GGR,prolific,survey,18926,"{""participantEd_math"":["" None""]}",[0],survey-multi-select,75,2810585,0.0-72.0,,,
635802617ccf4b01762f90c3,0141-42824bd5-3848-4bc5-995e-b9327a805768,pilot_10,VLAT_GGR,prolific,survey,51685,,,survey-text,76,2862281,0.0-73.0,2811589.700000003,2863274.400000006,"{""TechnicalDifficultiesFreeResp"":"""",""participantAge"":""1984"",""participantYears"":""38"",""participantEd_field"":""n/a"",""participantComments"":""Thank you for the opportunity""}"
635802777ccf4b01762f90d0,7058-41f00332-ce8c-4b0f-9ab3-4a2a594b1131,pilot_10,VLAT_GGR,prolific,survey,28033,"{""participantSex"":""Female"",""participantEd"":""High school graduate, diploma or equivalent"",""judgedDifficulty"":""2"",""participantEffort"":""I tried my best on each question"",""technicalDifficultiesBinary"":""No""}","[0,1,2,3,4]",survey-multi-choice,71,3051235,0.0-71.0,,,
635802857ccf4b01762f90d7,7058-41f00332-ce8c-4b0f-9ab3-4a2a594b1131,pilot_10,VLAT_GGR,prolific,survey,14924,"{""participantEd_math"":["" Algebra"","" Calculus""]}",[0],survey-multi-select,72,3066181,0.0-72.0,,,
635802987ccf4b01762f90de,2124-c7041241-3898-4b67-ab05-aaf712256aeb,pilot_10,VLAT_GGR,prolific,survey,23356,"{""participantSex"":""Female"",""participantEd"":""Master's degree"",""judgedDifficulty"":""2"",""participantEffort"":""I tried my best on each question"",""technicalDifficultiesBinary"":""No""}","[0,1,2,3,4]",survey-multi-choice,71,1499093,0.0-71.0,,,
635802a17ccf4b01762f90e7,2124-c7041241-3898-4b67-ab05-aaf712256aeb,pilot_10,VLAT_GGR,prolific,survey,8385,"{""participantEd_math"":["" Algebra"","" Calculus"","" Statistics""]}",[0],survey-multi-select,72,1507486,0.0-72.0,,,
635802a87ccf4b01762f90e9,7058-41f00332-ce8c-4b0f-9ab3-4a2a594b1131,pilot_10,VLAT_GGR,prolific,survey,34833,,,survey-text,73,3101038,0.0-73.0,3069439.8000001907,3104272.9000000954,"{""TechnicalDifficultiesFreeResp"":"""",""participantAge"":""1991"",""participantYears"":""30"",""participantEd_field"":""criminal justice"",""participantComments"":""""}"
635802ae7ccf4b01762f90ec,7180-0cda3edd-03bb-4837-a91e-53b4f3521cce,pilot_10,VLAT_GGR,prolific,survey,22053,"{""participantSex"":""Male"",""participantEd"":""Bachelor's degree"",""judgedDifficulty"":""3"",""participantEffort"":""I tried my best on each question"",""technicalDifficultiesBinary"":""No""}","[0,1,2,3,4]",survey-multi-choice,71,3103776,0.0-71.0,,,
635802b47ccf4b01762f90ef,7458-18c897e0-9850-4a2c-b99d-f8efb84081c9,pilot_10,VLAT_GGR,prolific,survey,157119,,,survey-text,76,2615598,0.0-73.0,2460591.800000012,2617710.399999976,"{""TechnicalDifficultiesFreeResp"":""I was unable to load the study page for about 30 mins. I tried several troubleshooting solutions and none seemed to work.. I took a phone call and decided to refresh the page one last time and it loaded... *shrugs*"",""participantAge"":""1988"",""participantYears"":""34"",""participantEd_field"":""Psychology"",""participantComments"":""thank you!""}"
635802b77ccf4b01762f90f1,7180-0cda3edd-03bb-4837-a91e-53b4f3521cce,pilot_10,VLAT_GGR,prolific,survey,8552,"{""participantEd_math"":["" Algebra"","" Calculus"","" Statistics""]}",[0],survey-multi-select,72,3112332,0.0-72.0,,,
635802c17ccf4b01762f90f7,2124-c7041241-3898-4b67-ab05-aaf712256aeb,pilot_10,VLAT_GGR,prolific,survey,32817,,,survey-text,73,1540313,0.0-73.0,1509693.9000000358,1542510.6000000238,"{""TechnicalDifficultiesFreeResp"":""The survey did not load in the beginning but I was later able to take it."",""participantAge"":""1995"",""participantYears"":""27"",""participantEd_field"":""Political Science"",""participantComments"":""Interesting study""}"
635802f47ccf4b01762f9106,7180-0cda3edd-03bb-4837-a91e-53b4f3521cce,pilot_10,VLAT_GGR,prolific,survey,60905,,,survey-text,73,3173242,0.0-73.0,3114073.599999994,3174978.400000006,"{""TechnicalDifficultiesFreeResp"":"""",""participantAge"":""1981"",""participantYears"":""41"",""participantEd_field"":""Computer Science"",""participantComments"":""Interesting study. Thank you\n\nSlight typo in one of the questions:\n\n\""What is the difference between the percentage of patients who recovered after a surgery and the percetage of patients who recovered after radiation therapy?\""\n\n'percetage' should be 'percentage'""}"
635803007ccf4b01762f910a,6300-98927358-5e7d-4f63-8f6c-d79b84bba264,pilot_10,VLAT_GGR,prolific,survey,232610,,,survey-text,73,3133924,0.0-73.0,2902933.6,3135543.1,"{""TechnicalDifficultiesFreeResp"":""I had problems with the study page loading on two different computers, although after I cancelled because of error, I tried again and it loaded right up so I went ahead and took it. I liked it. I will look much closer at graphs from now on. Thank you"",""participantAge"":""1963"",""participantYears"":""59"",""participantEd_field"":""IT"",""participantComments"":""I enjoyed it! Made me find some weakness I had trying to interpret graphs ""}"
635804527ccf4b01762f91a0,8811-5127d147-c743-43ea-ad4f-1c5f75339345,pilot_10,VLAT_GGR,prolific,survey,18586,"{""participantSex"":""Male"",""participantEd"":""Bachelor's degree"",""judgedDifficulty"":""2"",""participantEffort"":""I tried my best on each question"",""technicalDifficultiesBinary"":""No""}","[0,1,2,3,4]",survey-multi-choice,78,3577335,0.0-71.0,,,
